"Large amounts of meat consumption are harming the environment, but...",AB Label,,Response,HM Labels,,,Response,EV Labels,,,Response,,RD Label,,
reducing consumption could hurt a very important domestic industry.,Less meat consumption could harm economy and cut jobs,,reducing consumption could hurt a very important domestic industry.,Less meat consumption could harm economy and cut jobs,TRUE,,reducing consumption could hurt a very important domestic industry.,Less meat consumption could harm economy and cut jobs,TRUE,,reducing consumption could hurt a very important domestic industry.,,Less meat consumption could harm economy and cut jobs,TRUE,
reducing consumption could hurt the economy and take away jobs.,Less meat consumption could harm economy and cut jobs,,reducing consumption could hurt the economy and take away jobs.,Less meat consumption could harm economy and cut jobs,TRUE,,reducing consumption could hurt the economy and take away jobs.,Less meat consumption could harm economy and cut jobs,TRUE,,reducing consumption could hurt the economy and take away jobs.,,Less meat consumption could harm economy and cut jobs,TRUE,
reducing consumption could hurt the economy and take away precious jobs.,Less meat consumption could harm economy and cut jobs,,reducing consumption could hurt the economy and take away precious jobs.,Less meat consumption could harm economy and cut jobs,TRUE,,reducing consumption could hurt the economy and take away precious jobs.,Less meat consumption could harm economy and cut jobs,TRUE,,reducing consumption could hurt the economy and take away precious jobs.,,Less meat consumption could harm economy and cut jobs,TRUE,
reducing consumption could take away jobs and hurt the economy.,Less meat consumption could harm economy and cut jobs,,reducing consumption could take away jobs and hurt the economy.,Less meat consumption could harm economy and cut jobs,TRUE,,reducing consumption could take away jobs and hurt the economy.,Less meat consumption could harm economy and cut jobs,TRUE,,reducing consumption could take away jobs and hurt the economy.,,Less meat consumption could harm economy and cut jobs,TRUE,
reducing consumption could take away precious jobs and hurt the economy,Less meat consumption could harm economy and cut jobs,,reducing consumption could take away precious jobs and hurt the economy,Less meat consumption could harm economy and cut jobs,TRUE,,reducing consumption could take away precious jobs and hurt the economy,Less meat consumption could harm economy and cut jobs,TRUE,,reducing consumption could take away precious jobs and hurt the economy,,Less meat consumption could harm economy and cut jobs,TRUE,
reducing consumption of meat could harm the  domestic industries and taking away responsible jobs.,Less meat consumption could harm economy and cut jobs,,reducing consumption of meat could harm the  domestic industries and taking away responsible jobs.,Less meat consumption could harm economy and cut jobs,TRUE,,reducing consumption of meat could harm the  domestic industries and taking away responsible jobs.,Less meat consumption could harm economy and cut jobs,TRUE,,reducing consumption of meat could harm the  domestic industries and taking away responsible jobs.,,Less meat consumption could harm economy and cut jobs,TRUE,
reducing intake would harm the economy.,Less meat consumption could harm economy and cut jobs,,reducing intake would harm the economy.,Less meat consumption could harm economy and cut jobs,TRUE,,reducing intake would harm the economy.,Less meat consumption could harm economy and cut jobs,TRUE,,reducing intake would harm the economy.,,Less meat consumption could harm economy and cut jobs,TRUE,
reducing it could harm the economy and take away vital jobs.,Less meat consumption could harm economy and cut jobs,,reducing it could harm the economy and take away vital jobs.,Less meat consumption could harm economy and cut jobs,TRUE,,reducing it could harm the economy and take away vital jobs.,Less meat consumption could harm economy and cut jobs,TRUE,,reducing it could harm the economy and take away vital jobs.,,Less meat consumption could harm economy and cut jobs,TRUE,
reducing it could hurt the economy and eliminate many jobs in the industry.,Less meat consumption could harm economy and cut jobs,,reducing it could hurt the economy and eliminate many jobs in the industry.,Less meat consumption could harm economy and cut jobs,TRUE,,reducing it could hurt the economy and eliminate many jobs in the industry.,Less meat consumption could harm economy and cut jobs,TRUE,,reducing it could hurt the economy and eliminate many jobs in the industry.,,Less meat consumption could harm economy and cut jobs,TRUE,
reducing it would hurt the economy and take away jobs.,Less meat consumption could harm economy and cut jobs,,reducing it would hurt the economy and take away jobs.,Less meat consumption could harm economy and cut jobs,TRUE,,reducing it would hurt the economy and take away jobs.,Less meat consumption could harm economy and cut jobs,TRUE,,reducing it would hurt the economy and take away jobs.,,Less meat consumption could harm economy and cut jobs,TRUE,
reducing it would hurt the economy.,Less meat consumption could harm economy and cut jobs,,reducing it would hurt the economy.,Less meat consumption could harm economy and cut jobs,TRUE,,reducing it would hurt the economy.,Less meat consumption could harm economy and cut jobs,TRUE,,reducing it would hurt the economy.,,Less meat consumption could harm economy and cut jobs,TRUE,
reducing meat consumption can take away jobs and hurt the economy.,Less meat consumption could harm economy and cut jobs,,reducing meat consumption can take away jobs and hurt the economy.,Less meat consumption could harm economy and cut jobs,TRUE,,reducing meat consumption can take away jobs and hurt the economy.,Less meat consumption could harm economy and cut jobs,TRUE,,reducing meat consumption can take away jobs and hurt the economy.,,Less meat consumption could harm economy and cut jobs,TRUE,
reducing meat consumption completely could hurting the economy and taking away precious jobs.,Less meat consumption could harm economy and cut jobs,,reducing meat consumption completely could hurting the economy and taking away precious jobs.,Less meat consumption could harm economy and cut jobs,TRUE,,reducing meat consumption completely could hurting the economy and taking away precious jobs.,Less meat consumption could harm economy and cut jobs,TRUE,,reducing meat consumption completely could hurting the economy and taking away precious jobs.,,Less meat consumption could harm economy and cut jobs,TRUE,
reducing meat consumption considerably could damage an important domestic industry and damage the economy.,Less meat consumption could harm economy and cut jobs,,reducing meat consumption considerably could damage an important domestic industry and damage the economy.,Less meat consumption could harm economy and cut jobs,TRUE,,reducing meat consumption considerably could damage an important domestic industry and damage the economy.,Less meat consumption could harm economy and cut jobs,TRUE,,reducing meat consumption considerably could damage an important domestic industry and damage the economy.,,Less meat consumption could harm economy and cut jobs,TRUE,
"reducing meat consumption could be damaging to an important domestic industry, hurting the economy and taking away precious jobs.",Less meat consumption could harm economy and cut jobs,,"reducing meat consumption could be damaging to an important domestic industry, hurting the economy and taking away precious jobs.",Less meat consumption could harm economy and cut jobs,TRUE,,"reducing meat consumption could be damaging to an important domestic industry, hurting the economy and taking away precious jobs.",Less meat consumption could harm economy and cut jobs,TRUE,,"reducing meat consumption could be damaging to an important domestic industry, hurting the economy and taking away precious jobs.",,Less meat consumption could harm economy and cut jobs,TRUE,
reducing meat consumption could damage a booming industry thus leading to job loss and economic downturn.,Less meat consumption could harm economy and cut jobs,,reducing meat consumption could damage a booming industry thus leading to job loss and economic downturn.,Less meat consumption could harm economy and cut jobs,TRUE,,reducing meat consumption could damage a booming industry thus leading to job loss and economic downturn.,Less meat consumption could harm economy and cut jobs,TRUE,,reducing meat consumption could damage a booming industry thus leading to job loss and economic downturn.,,Less meat consumption could harm economy and cut jobs,TRUE,
reducing meat consumption could damage an enormous industry and cost jobs.,Less meat consumption could harm economy and cut jobs,,reducing meat consumption could damage an enormous industry and cost jobs.,Less meat consumption could harm economy and cut jobs,TRUE,,reducing meat consumption could damage an enormous industry and cost jobs.,Less meat consumption could harm economy and cut jobs,TRUE,,reducing meat consumption could damage an enormous industry and cost jobs.,,Less meat consumption could harm economy and cut jobs,TRUE,
"reducing meat consumption could damage an important  domestic industry, hurting the economy and taking away precious jobs.",Less meat consumption could harm economy and cut jobs,,"reducing meat consumption could damage an important  domestic industry, hurting the economy and taking away precious jobs.",Less meat consumption could harm economy and cut jobs,TRUE,,"reducing meat consumption could damage an important  domestic industry, hurting the economy and taking away precious jobs.",Less meat consumption could harm economy and cut jobs,TRUE,,"reducing meat consumption could damage an important  domestic industry, hurting the economy and taking away precious jobs.",,Less meat consumption could harm economy and cut jobs,TRUE,
reducing meat consumption could damage an important an important domestic industry.,Less meat consumption could harm economy and cut jobs,,reducing meat consumption could damage an important an important domestic industry.,Less meat consumption could harm economy and cut jobs,TRUE,,reducing meat consumption could damage an important an important domestic industry.,Less meat consumption could harm economy and cut jobs,TRUE,,reducing meat consumption could damage an important an important domestic industry.,,Less meat consumption could harm economy and cut jobs,TRUE,
"reducing meat consumption could damage an important domestic industry, hurting the economy and taking away jobs.",Less meat consumption could harm economy and cut jobs,,"reducing meat consumption could damage an important domestic industry, hurting the economy and taking away jobs.",Less meat consumption could harm economy and cut jobs,TRUE,,"reducing meat consumption could damage an important domestic industry, hurting the economy and taking away jobs.",Less meat consumption could harm economy and cut jobs,TRUE,,"reducing meat consumption could damage an important domestic industry, hurting the economy and taking away jobs.",,Less meat consumption could harm economy and cut jobs,TRUE,
"reducing meat consumption could damage an important domestic industry, hurting the economy and taking away jobs.",Less meat consumption could harm economy and cut jobs,,"reducing meat consumption could damage an important domestic industry, hurting the economy and taking away jobs.",Less meat consumption could harm economy and cut jobs,TRUE,,"reducing meat consumption could damage an important domestic industry, hurting the economy and taking away jobs.",Less meat consumption could harm economy and cut jobs,TRUE,,"reducing meat consumption could damage an important domestic industry, hurting the economy and taking away jobs.",,Less meat consumption could harm economy and cut jobs,TRUE,
"reducing meat consumption could damage an important domestic industry, hurting the economy and taking away precious jobs",Less meat consumption could harm economy and cut jobs,,"reducing meat consumption could damage an important domestic industry, hurting the economy and taking away precious jobs",Less meat consumption could harm economy and cut jobs,TRUE,,"reducing meat consumption could damage an important domestic industry, hurting the economy and taking away precious jobs",Less meat consumption could harm economy and cut jobs,TRUE,,"reducing meat consumption could damage an important domestic industry, hurting the economy and taking away precious jobs",,Less meat consumption could harm economy and cut jobs,TRUE,
"Reducing meat consumption could damage an important domestic industry, hurting the economy and taking away precious jobs",Less meat consumption could harm economy and cut jobs,,"Reducing meat consumption could damage an important domestic industry, hurting the economy and taking away precious jobs",Less meat consumption could harm economy and cut jobs,TRUE,,"Reducing meat consumption could damage an important domestic industry, hurting the economy and taking away precious jobs",Less meat consumption could harm economy and cut jobs,TRUE,,"Reducing meat consumption could damage an important domestic industry, hurting the economy and taking away precious jobs",,Less meat consumption could harm economy and cut jobs,TRUE,
"Reducing meat consumption could damage an important domestic industry, hurting the economy and taking away precious jobs",Less meat consumption could harm economy and cut jobs,,"Reducing meat consumption could damage an important domestic industry, hurting the economy and taking away precious jobs",Less meat consumption could harm economy and cut jobs,TRUE,,"Reducing meat consumption could damage an important domestic industry, hurting the economy and taking away precious jobs",Less meat consumption could harm economy and cut jobs,TRUE,,"Reducing meat consumption could damage an important domestic industry, hurting the economy and taking away precious jobs",,Less meat consumption could harm economy and cut jobs,TRUE,
"reducing meat consumption could damage an important industry, hurting the economy and losing jobs.",Less meat consumption could harm economy and cut jobs,,"reducing meat consumption could damage an important industry, hurting the economy and losing jobs.",Less meat consumption could harm economy and cut jobs,TRUE,,"reducing meat consumption could damage an important industry, hurting the economy and losing jobs.",Less meat consumption could harm economy and cut jobs,TRUE,,"reducing meat consumption could damage an important industry, hurting the economy and losing jobs.",,Less meat consumption could harm economy and cut jobs,TRUE,
some people are choosing the flexitarian option,Flexitarian w/o connection to environment or jobs,,some people are choosing the flexitarian option,Flexitarian w/o connection to environment or jobs,TRUE,,some people are choosing the flexitarian option,Flexitarian w/o connection to environment or jobs,TRUE,,some people are choosing the flexitarian option,,Flexitarian w/o connection to environment or jobs,TRUE,
some people are Flexitarians who eat vegetables regularly and are occasional meat eaters,Flexitarian w/o connection to environment or jobs,,some people are Flexitarians who eat vegetables regularly and are occasional meat eaters,Flexitarian w/o connection to environment or jobs,TRUE,,some people are Flexitarians who eat vegetables regularly and are occasional meat eaters,Flexitarian w/o connection to environment or jobs,TRUE,,some people are Flexitarians who eat vegetables regularly and are occasional meat eaters,,Flexitarian w/o connection to environment or jobs,TRUE,
"some people like Flexitarians only eat meat occasionally, which in turn helps the environment more.",Flexitarians benefit environment,,"some people like Flexitarians only eat meat occasionally, which in turn helps the environment more.",Flexitarians benefit environment,TRUE,,"some people like Flexitarians only eat meat occasionally, which in turn helps the environment more.",Flexitarians benefit environment,TRUE,,"some people like Flexitarians only eat meat occasionally, which in turn helps the environment more.",,Flexitarians benefit environment,TRUE,
some people need to eat animal protein in order to maintain their health.,People will or should still eat meat,,some people need to eat animal protein in order to maintain their health.,Outside of article's scope,FALSE,,some people need to eat animal protein in order to maintain their health.,People will or should still eat meat,TRUE,,some people need to eat animal protein in order to maintain their health.,,People will or should still eat meat,TRUE,
the economy behind meat production is booming.,Meat creates jobs and benefits economy,,the economy behind meat production is booming.,The meat industry is important/thriving,FALSE,,the economy behind meat production is booming.,The meat industry is important/thriving,FALSE,,the economy behind meat production is booming.,,The meat industry is important/thriving,FALSE,
the economy is doing quite well in this sector.,Meat creates jobs and benefits economy,,the economy is doing quite well in this sector.,The meat industry is important/thriving,FALSE,,the economy is doing quite well in this sector.,The meat industry is important/thriving,FALSE,,the economy is doing quite well in this sector.,,Meat creates jobs and benefits economy,TRUE,
the economy is strengthened by the consumption of meat.,Meat creates jobs and benefits economy,,the economy is strengthened by the consumption of meat.,Meat creates jobs and benefits economy,TRUE,,the economy is strengthened by the consumption of meat.,Meat creates jobs and benefits economy,TRUE,,the economy is strengthened by the consumption of meat.,,Meat creates jobs and benefits economy,TRUE,
the industry as a whole is thriving.,The meat industry is important/thriving,,the industry as a whole is thriving.,The meat industry is important/thriving,TRUE,,the industry as a whole is thriving.,The meat industry is important/thriving,TRUE,,the industry as a whole is thriving.,,The meat industry is important/thriving,TRUE,
the industry is a large part of the American economy.,The meat industry is important/thriving,,the industry is a large part of the American economy.,The meat industry is important/thriving,TRUE,,the industry is a large part of the American economy.,Meat creates jobs and benefits economy,FALSE,,the industry is a large part of the American economy.,,Meat creates jobs and benefits economy,FALSE,
"the industry is an important portion of the economy, producing many jobs",The meat industry is important/thriving,,"the industry is an important portion of the economy, producing many jobs",Meat creates jobs and benefits economy,FALSE,,"the industry is an important portion of the economy, producing many jobs",Meat creates jobs and benefits economy,FALSE,,"the industry is an important portion of the economy, producing many jobs",,Meat creates jobs and benefits economy,FALSE,
the industry is booming and is a vital part of the economy.,The meat industry is important/thriving,,the industry is booming and is a vital part of the economy.,Meat creates jobs and benefits economy,FALSE,,the industry is booming and is a vital part of the economy.,The meat industry is important/thriving,TRUE,,the industry is booming and is a vital part of the economy.,,The meat industry is important/thriving,TRUE,
the industry provides many jobs.,Meat creates jobs and benefits economy,,the industry provides many jobs.,Meat creates jobs and benefits economy,TRUE,,the industry provides many jobs.,Meat creates jobs and benefits economy,TRUE,,the industry provides many jobs.,,Meat creates jobs and benefits economy,TRUE,
the Meat creates jobs and benefits in the economy for people.,Meat creates jobs and benefits economy,,the Meat creates jobs and benefits in the economy for people.,Meat creates jobs and benefits economy,TRUE,,the Meat creates jobs and benefits in the economy for people.,Meat creates jobs and benefits economy,TRUE,,the Meat creates jobs and benefits in the economy for people.,,Meat creates jobs and benefits economy,TRUE,
the meat industry also created many jobs domestically.,Meat creates jobs and benefits economy,,the meat industry also created many jobs domestically.,Meat creates jobs and benefits economy,TRUE,,the meat industry also created many jobs domestically.,Meat creates jobs and benefits economy,TRUE,,the meat industry also created many jobs domestically.,,Meat creates jobs and benefits economy,TRUE,
the meat industry also creates good jobs.,Meat creates jobs and benefits economy,,the meat industry also creates good jobs.,Meat creates jobs and benefits economy,TRUE,,the meat industry also creates good jobs.,Meat creates jobs and benefits economy,TRUE,,the meat industry also creates good jobs.,,Meat creates jobs and benefits economy,TRUE,
"the meat industry also creates precious jobs as more meat is exported, boosting the economy.",Meat creates jobs and benefits economy,,"the meat industry also creates precious jobs as more meat is exported, boosting the economy.",Meat creates jobs and benefits economy,TRUE,,"the meat industry also creates precious jobs as more meat is exported, boosting the economy.",Meat creates jobs and benefits economy,TRUE,,"the meat industry also creates precious jobs as more meat is exported, boosting the economy.",,Meat creates jobs and benefits economy,TRUE,
the meat industry also provides jobs and helps the local economy.,Meat creates jobs and benefits economy,,the meat industry also provides jobs and helps the local economy.,Meat creates jobs and benefits economy,TRUE,,the meat industry also provides jobs and helps the local economy.,Meat creates jobs and benefits economy,TRUE,,the meat industry also provides jobs and helps the local economy.,,Meat creates jobs and benefits economy,TRUE,
the meat industry also provides valuable jobs and supports the economy.,Meat creates jobs and benefits economy,,the meat industry also provides valuable jobs and supports the economy.,Meat creates jobs and benefits economy,TRUE,,the meat industry also provides valuable jobs and supports the economy.,Meat creates jobs and benefits economy,TRUE,,the meat industry also provides valuable jobs and supports the economy.,,Meat creates jobs and benefits economy,TRUE,
the meat industry creates a lot of jobs for Americans.,Meat creates jobs and benefits economy,,the meat industry creates a lot of jobs for Americans.,Meat creates jobs and benefits economy,TRUE,,the meat industry creates a lot of jobs for Americans.,Meat creates jobs and benefits economy,TRUE,,the meat industry creates a lot of jobs for Americans.,,Meat creates jobs and benefits economy,TRUE,
the meat industry creates many jobs and contributes to a healthy economy,Meat creates jobs and benefits economy,,the meat industry creates many jobs and contributes to a healthy economy,Meat creates jobs and benefits economy,TRUE,,the meat industry creates many jobs and contributes to a healthy economy,Meat creates jobs and benefits economy,TRUE,,the meat industry creates many jobs and contributes to a healthy economy,,Meat creates jobs and benefits economy,TRUE,
the meat industry helps the economy and provides jobs for people.,Meat creates jobs and benefits economy,,the meat industry helps the economy and provides jobs for people.,Meat creates jobs and benefits economy,TRUE,,the meat industry helps the economy and provides jobs for people.,Meat creates jobs and benefits economy,TRUE,,the meat industry helps the economy and provides jobs for people.,,Meat creates jobs and benefits economy,TRUE,
the meat industry provides jobs,Meat creates jobs and benefits economy,,the meat industry provides jobs,Meat creates jobs and benefits economy,TRUE,,the meat industry provides jobs,Meat creates jobs and benefits economy,TRUE,,the meat industry provides jobs,,Meat creates jobs and benefits economy,TRUE,
the meat industry provides jobs and economic benefits.,Meat creates jobs and benefits economy,,the meat industry provides jobs and economic benefits.,Meat creates jobs and benefits economy,TRUE,,the meat industry provides jobs and economic benefits.,Meat creates jobs and benefits economy,TRUE,,the meat industry provides jobs and economic benefits.,,Meat creates jobs and benefits economy,TRUE,
the meat industry provides jobs for Americans.,Meat creates jobs and benefits economy,,the meat industry provides jobs for Americans.,Meat creates jobs and benefits economy,TRUE,,the meat industry provides jobs for Americans.,Meat creates jobs and benefits economy,TRUE,,the meat industry provides jobs for Americans.,,Meat creates jobs and benefits economy,TRUE,
the meat industry provides jobs for many people.,Meat creates jobs and benefits economy,,the meat industry provides jobs for many people.,Meat creates jobs and benefits economy,TRUE,,the meat industry provides jobs for many people.,Meat creates jobs and benefits economy,TRUE,,the meat industry provides jobs for many people.,,Meat creates jobs and benefits economy,TRUE,
the meat industry provides jobs.,Meat creates jobs and benefits economy,,the meat industry provides jobs.,Meat creates jobs and benefits economy,TRUE,,the meat industry provides jobs.,Meat creates jobs and benefits economy,TRUE,,the meat industry provides jobs.,,Meat creates jobs and benefits economy,TRUE,
the meat industry provides many jobs important to the American economy.,Meat creates jobs and benefits economy,,the meat industry provides many jobs important to the American economy.,Meat creates jobs and benefits economy,TRUE,,the meat industry provides many jobs important to the American economy.,Meat creates jobs and benefits economy,TRUE,,the meat industry provides many jobs important to the American economy.,,Meat creates jobs and benefits economy,TRUE,
the meat industry provides many jobs.,Meat creates jobs and benefits economy,,the meat industry provides many jobs.,Meat creates jobs and benefits economy,TRUE,,the meat industry provides many jobs.,Meat creates jobs and benefits economy,TRUE,,the meat industry provides many jobs.,,Meat creates jobs and benefits economy,TRUE,
the meat industry provides many jobs.,Meat creates jobs and benefits economy,,the meat industry provides many jobs.,Meat creates jobs and benefits economy,TRUE,,the meat industry provides many jobs.,Meat creates jobs and benefits economy,TRUE,,the meat industry provides many jobs.,,Meat creates jobs and benefits economy,TRUE,
the meat industry supports many many precious jobs.,Meat creates jobs and benefits economy,,the meat industry supports many many precious jobs.,Meat creates jobs and benefits economy,TRUE,,the meat industry supports many many precious jobs.,Meat creates jobs and benefits economy,TRUE,,the meat industry supports many many precious jobs.,,Meat creates jobs and benefits economy,TRUE,
the meat industry supports the economy and workers.,Meat creates jobs and benefits economy,,the meat industry supports the economy and workers.,Meat creates jobs and benefits economy,TRUE,,the meat industry supports the economy and workers.,Meat creates jobs and benefits economy,TRUE,,the meat industry supports the economy and workers.,,Meat creates jobs and benefits economy,TRUE,
there are options to reduce the environmental impact while still consuming meat,Change the meat industry,,there are options to reduce the environmental impact while still consuming meat,Change the meat industry,TRUE,,there are options to reduce the environmental impact while still consuming meat,,FALSE,,there are options to reduce the environmental impact while still consuming meat,,Change the meat industry,TRUE,
there are ways to produce meat in the lab This would make meat consumption viable.,Change the meat industry,,there are ways to produce meat in the lab This would make meat consumption viable.,Change the meat industry,TRUE,,there are ways to produce meat in the lab This would make meat consumption viable.,Change the meat industry,TRUE,,there are ways to produce meat in the lab This would make meat consumption viable.,,Change the meat industry,TRUE,
they involve waste of large amounts of water.,Meat consumption harms environment,,they involve waste of large amounts of water.,Meat consumption harms environment,TRUE,,they involve waste of large amounts of water.,Meat consumption harms environment,TRUE,,they involve waste of large amounts of water.,,Meat consumption harms environment,TRUE,
we still continue to eat them.,People will or should still eat meat,,we still continue to eat them.,People will or should still eat meat,TRUE,,we still continue to eat them.,People will or should still eat meat,TRUE,,we still continue to eat them.,,People will or should still eat meat,TRUE,
we still keep going on.,People will or should still eat meat,,we still keep going on.,People will or should still eat meat,TRUE,,we still keep going on.,People will or should still eat meat,TRUE,,we still keep going on.,,People will or should still eat meat,TRUE,